Timestamp,CPU Usage,Memory Usage,Disk Usage,Network Usage
2025-03-25 15:21:18,1.6,87.3,44.8,46.16
2025-03-25 15:21:15,2.1,87.3,44.8,46.16
2025-03-25 15:21:12,1.8,87.3,44.8,46.16
2025-03-25 15:21:09,0.6,87.4,44.8,46.16
2025-03-25 15:21:06,1.4,87.4,44.8,46.16
2025-03-25 15:21:03,1.0,87.4,44.8,46.16
2025-03-25 15:21:00,2.9,87.4,44.8,46.16
